Wed Aug 08 11:49:21 2007
,,,,,,,,,,,,,,,,,,,,
hapticInformation,,,,,,,,,World Information,,,,,,,,,,,
fx,fy,fz,vx,vy,vz,px,py,pz,fx,fy,fz,vx,vy,vz,px,py,py(mm),pz,ball,time
0.055452,0.226593,0.007696,2.646697,-0.000000,-0.004353,0.306509,39.029720,18.000526,-29.222779,2328.727395,-19.960248,-1.836851,3.874519,-5.277096,-0.068421,1.049307,4.931595,-0.027928,2,608890765
0.055488,0.226423,0.007704,1.922938,-0.000000,-0.003163,0.306509,39.029720,18.000526,-29.222779,2328.727395,-19.960248,-1.836851,3.874519,-5.277096,-0.068421,1.049307,4.931595,-0.027928,2,608890765
0.055523,0.226253,0.007712,1.397097,-0.000000,-0.002298,0.306509,39.029720,18.000526,-29.222779,2328.727395,-19.960248,-1.836851,3.874519,-5.277096,-0.068421,1.049307,4.931595,-0.027928,2,608890765
0.055559,0.226083,0.007719,1.015051,-0.000000,-0.001670,0.306509,39.029720,18.000526,-19.374976,2335.292469,-6.204320,-1.856226,3.913173,-5.283300,-0.068564,1.048703,4.931595,-0.027971,2,608890765
0.055595,0.225914,0.007727,0.737478,-0.000000,-0.001213,0.306509,39.029720,18.000526,-26.994916,2359.873168,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.931595,-0.027966,2,608890765
0.055631,0.225744,0.007735,0.535809,-0.000000,-0.000881,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.931595,-0.027966,2,608890765
0.055667,0.225574,0.007743,0.389288,-0.000000,-0.000640,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.931595,-0.027966,2,608890765
0.055702,0.225404,0.007751,0.282834,-0.000000,-0.000465,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.931595,-0.027966,2,608890765
0.055702,0.225404,0.007751,0.205491,-0.000000,-0.000338,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.931595,-0.027966,2,608890765
0.055742,0.225247,0.007762,0.149298,0.000000,-0.000246,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890765
0.055782,0.225090,0.007774,0.108472,0.000000,-0.000178,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890765
0.055822,0.224934,0.007786,0.108472,0.000000,-0.000178,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890765
0.055861,0.224777,0.007797,0.108472,0.000000,-0.000178,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890781
0.055901,0.224620,0.007809,0.078809,0.000000,-0.000130,0.306509,39.029720,18.000526,-26.994916,2341.017455,-18.831167,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890781
0.055941,0.224464,0.007820,0.057258,0.000000,-0.000094,0.306509,39.029720,18.000526,-17.482046,2353.654595,-5.377782,-1.860035,3.923748,-5.289614,-0.068561,1.048708,4.930994,-0.027966,2,608890781
0.055981,0.224307,0.007832,0.041601,0.000000,-0.000068,0.306509,39.029720,18.000526,-25.850020,2370.480524,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930994,-0.028007,2,608890781
0.056020,0.224150,0.007844,0.030225,0.000000,-0.000050,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930994,-0.028007,2,608890781
0.056060,0.223994,0.007855,0.021959,0.000000,-0.000036,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930994,-0.028007,2,608890781
0.056100,0.223837,0.007867,0.021959,0.000000,-0.000036,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930994,-0.028007,2,608890781
0.056135,0.223705,0.007877,0.021959,0.000000,-0.000036,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930994,-0.028007,2,608890781
0.056171,0.223573,0.007887,0.015954,0.000000,-0.000026,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056206,0.223441,0.007897,0.011592,0.000000,-0.000019,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056241,0.223309,0.007907,0.008422,0.000000,-0.000014,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056277,0.223177,0.007917,0.008422,0.000000,-0.000014,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056312,0.223045,0.007927,0.008422,0.000000,-0.000014,0.306509,39.029720,18.000526,-25.850020,2353.461481,-18.478122,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056348,0.222913,0.007937,0.006119,0.000000,-0.000010,0.306509,39.029720,18.000526,306.020323,18071.638727,129.422761,-1.881702,4.009358,-5.301542,-0.068704,1.048201,4.930488,-0.028007,2,608890781
0.056383,0.222781,0.007947,0.006119,0.000000,-0.000010,0.306509,39.029720,18.000526,-25.233088,2363.542430,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930488,-0.028051,2,608890781
0.056418,0.222649,0.007957,0.004446,0.000000,-0.000007,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930488,-0.028051,2,608890781
0.056454,0.222517,0.007967,0.003230,0.000000,-0.000005,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930488,-0.028051,2,608890796
0.056454,0.222517,0.007967,0.002347,0.000000,-0.000004,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930488,-0.028051,2,608890796
0.056493,0.222413,0.007979,0.001705,0.000000,-0.000003,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930488,-0.028051,2,608890796
0.056533,0.222308,0.007991,0.001239,0.000000,-0.000002,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056573,0.222204,0.008003,0.000900,0.000000,-0.000001,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056613,0.222100,0.008016,0.000654,0.000000,-0.000001,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056652,0.221995,0.008028,0.000475,0.000000,-0.000001,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056692,0.221891,0.008040,0.000345,0.000000,-0.000001,0.306509,39.029720,18.000526,-25.233088,2349.308543,-18.389335,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056732,0.221787,0.008052,0.000251,0.000000,-0.000000,0.306509,39.029720,18.000526,307.777580,18044.841147,130.529196,-1.902354,4.116268,-5.313123,-0.068849,1.047802,4.930088,-0.028051,2,608890796
0.056771,0.221682,0.008064,0.000182,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2341.984958,-18.257679,-1.917203,4.241954,-5.317375,-0.068999,1.047526,4.930088,-0.028102,2,608890796
0.056811,0.221578,0.008076,0.000132,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.930088,-0.028097,2,608890796
0.056851,0.221474,0.008088,0.000096,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.930088,-0.028097,2,608890796
0.056851,0.221474,0.008088,0.000070,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.930088,-0.028097,2,608890796
0.056886,0.221397,0.008100,0.000051,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.930088,-0.028097,2,608890796
0.056921,0.221320,0.008112,0.000037,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.930088,-0.028097,2,608890796
0.056956,0.221243,0.008125,0.000027,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.929793,-0.028097,2,608890796
0.056991,0.221166,0.008137,0.000019,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.929793,-0.028097,2,608890812
0.057026,0.221090,0.008149,0.000014,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.929793,-0.028097,2,608890812
0.057061,0.221013,0.008161,0.000010,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.929793,-0.028097,2,608890812
0.057095,0.220936,0.008174,0.000010,0.000000,-0.000000,0.306509,39.029720,18.000526,-24.624023,2326.972018,-18.257679,-1.922091,4.226957,-5.324378,-0.068997,1.047508,4.929793,-0.028097,2,608890812
0.057130,0.220859,0.008186,0.000007,0.000000,-0.000000,0.306509,39.029720,18.000526,299.472239,18045.372758,117.944144,-1.935719,4.350880,-5.328072,-0.069149,1.047333,4.929793,-0.028151,2,608890812
0.057165,0.220782,0.008198,0.000005,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2311.550312,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929793,-0.028146,2,608890812
0.057200,0.220706,0.008211,0.000005,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929793,-0.028146,2,608890812
0.057240,0.220654,0.008223,0.000004,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929793,-0.028146,2,608890812
0.057280,0.220602,0.008236,0.000003,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929793,-0.028146,2,608890812
0.057319,0.220550,0.008249,0.000002,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929793,-0.028146,2,608890812
0.057359,0.220499,0.008261,0.000002,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890812
0.057398,0.220447,0.008274,0.000001,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890812
0.057438,0.220395,0.008286,0.000001,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890812
0.057477,0.220343,0.008299,0.000001,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890812
0.057517,0.220292,0.008312,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890812
0.057557,0.220240,0.008324,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-23.766999,2300.840106,-17.827321,-1.940788,4.328771,-5.335138,-0.069147,1.047310,4.929594,-0.028146,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,301.584098,18054.600615,119.313803,-1.953243,4.440413,-5.338218,-0.069303,1.047215,4.929594,-0.028202,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2283.180932,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929594,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929594,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929594,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929594,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929594,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929472,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929472,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929472,-0.028198,2,608890828
0.057596,0.220188,0.008337,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929472,-0.028198,2,608890828
0.057635,0.220156,0.008351,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-22.600414,2269.799584,-17.087364,-1.958316,4.415171,-5.345222,-0.069301,1.047189,4.929472,-0.028198,2,608890828
0.057675,0.220124,0.008365,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-11.222027,2298.051366,-2.356352,-1.969538,4.510135,-5.347578,-0.071271,1.051699,4.929472,-0.033546,2,608890828
0.057714,0.220092,0.008380,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-21.239220,2256.126128,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929472,-0.028253,2,608890843
0.057753,0.220060,0.008394,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929472,-0.028253,2,608890843
0.057793,0.220028,0.008408,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929472,-0.028253,2,608890843
0.057832,0.219996,0.008422,0.000000,0.000000,-0.000000,0.306509,39.029720,18.000526,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929472,-0.028253,2,608890843
0.027220,0.219964,0.008493,10.517114,0.000000,-0.021623,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929472,-0.028253,2,608890843
0.027260,0.219932,0.008507,18.158247,0.000000,-0.037333,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929414,-0.028253,2,608890843
0.027299,0.219900,0.008522,13.192740,0.000000,-0.027124,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929414,-0.028253,2,608890843
0.027338,0.219868,0.008536,9.585090,0.000000,-0.019707,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929414,-0.028253,2,608890843
0.027338,0.219868,0.008536,6.963978,0.000000,-0.014318,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929414,-0.028253,2,608890843
0.027382,0.219853,0.008551,5.059628,0.000000,-0.010403,0.383136,39.029720,18.000385,-21.239220,2255.608550,-16.106927,-1.974546,4.485978,-5.354454,-0.069459,1.047132,4.929414,-0.028253,2,608890843
0.027426,0.219838,0.008566,3.676035,0.000000,-0.007558,0.383136,39.029720,18.000385,-10.024943,2282.361926,-1.576392,-1.984571,4.565817,-5.356030,-0.071443,1.051698,4.929414,-0.033609,2,608890843
0.027470,0.219823,0.008580,2.670797,0.000000,-0.005491,0.383136,39.029720,18.000385,-19.747195,2241.759210,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929414,-0.028311,2,608890843
0.027513,0.219808,0.008595,1.940448,0.000000,-0.003990,0.383136,39.029720,18.000385,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929414,-0.028311,2,608890843
0.027523,0.233703,-0.008131,1.421951,-4.777604,5.744201,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929414,-0.028311,2,608890843
0.027567,0.233688,-0.008116,1.044924,-8.248737,9.920507,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929414,-0.028311,2,608890843
0.027610,0.233673,-0.008101,0.759182,-5.993060,7.207673,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929414,-0.028311,2,608890859
0.027654,0.233658,-0.008086,0.551578,-4.354214,5.236682,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027698,0.233643,-0.008071,0.400745,-3.163522,3.804673,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027742,0.233628,-0.008057,0.291158,-2.298434,2.764258,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027786,0.233627,-0.008043,0.211539,-1.669910,2.008351,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027830,0.233626,-0.008030,0.153692,-1.213261,1.459153,0.383222,38.994946,18.042238,-19.747195,2238.880792,-14.966195,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027874,0.233626,-0.008017,0.111664,-0.881486,1.060137,0.383222,38.994946,18.042238,-8.506299,2264.940421,-0.583097,-1.989432,4.541521,-5.362725,-0.069621,1.047124,4.929411,-0.028311,2,608890859
0.027918,0.233625,-0.008004,0.081129,-0.640437,0.770235,0.383222,38.994946,18.042238,-18.133176,2228.186620,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929411,-0.028372,2,608890859
0.027962,0.233624,-0.007991,0.058943,-0.465305,0.559608,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929411,-0.028372,2,608890859
0.028007,0.233624,-0.007978,0.058943,-0.465305,0.559608,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929411,-0.028372,2,608890859
0.028051,0.233623,-0.007964,0.042825,-0.338064,0.406579,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929411,-0.028372,2,608890859
0.028095,0.233623,-0.007951,0.031114,-0.245618,0.295397,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929411,-0.028372,2,608890859
0.028139,0.233622,-0.007938,0.031114,-0.245618,0.295397,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890859
0.028183,0.233621,-0.007925,0.022606,-0.178452,0.214619,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890859
0.028183,0.233621,-0.007925,0.016424,-0.129653,0.155930,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890859
0.028226,0.233628,-0.007907,0.011933,-0.094198,0.113290,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890859
0.028270,0.233634,-0.007890,0.008670,-0.068439,0.082310,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890875
0.028313,0.233640,-0.007872,0.006299,-0.049724,0.059802,0.383222,38.994946,18.042238,-18.133176,2365.761327,-13.735725,-2.002752,4.583355,-5.369884,-0.069789,1.047152,4.929435,-0.028372,2,608890875
0.028356,0.233646,-0.007855,0.004576,-0.036127,0.043448,0.383222,38.994946,18.042238,315.795985,18295.242890,126.682927,-2.009646,4.636322,-5.369348,-0.069965,1.047202,4.929435,-0.028439,2,608890875
0.028400,0.233653,-0.007838,0.003325,-0.026248,0.031567,0.383222,38.994946,18.042238,-13.911772,2396.183789,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929435,-0.028437,2,608890875
0.028443,0.233659,-0.007820,0.003325,-0.026248,0.031567,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929435,-0.028437,2,608890875
0.028486,0.233665,-0.007803,0.003325,-0.026248,0.031567,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929435,-0.028437,2,608890875
0.028530,0.233672,-0.007785,0.002416,-0.019070,0.022935,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929435,-0.028437,2,608890875
0.028573,0.233678,-0.007768,0.001755,-0.013855,0.016663,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929435,-0.028437,2,608890875
0.028616,0.233684,-0.007750,0.001275,-0.010066,0.012106,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028616,0.233684,-0.007750,0.000926,-0.007314,0.008796,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028660,0.233687,-0.007735,0.000673,-0.005314,0.006391,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028704,0.233689,-0.007720,0.000673,-0.005314,0.006391,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028748,0.233692,-0.007705,0.000673,-0.005314,0.006391,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028792,0.233695,-0.007690,0.000489,-0.003861,0.004643,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028835,0.233697,-0.007674,0.000489,-0.003861,0.004643,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890875
0.028879,0.233700,-0.007659,0.000355,-0.002805,0.003373,0.383222,38.994946,18.042238,-13.911772,2395.826855,-12.154634,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890890
0.028923,0.233703,-0.007644,0.000258,-0.002038,0.002451,0.383222,38.994946,18.042238,329.780816,18266.530904,142.558222,-2.013155,4.581502,-5.375694,-0.069966,1.047159,4.929446,-0.028437,2,608890890
0.028967,0.233705,-0.007629,0.000188,-0.001481,0.001781,0.383222,38.994946,18.042238,321.930100,18325.169977,129.594422,-2.013870,4.588321,-5.372170,-0.070151,1.047148,4.929446,-0.028507,2,608890890
0.029010,0.233708,-0.007614,0.000136,-0.001076,0.001294,0.383222,38.994946,18.042238,-9.545898,2425.189808,-9.807772,-2.018285,4.540956,-5.378836,-0.070151,1.047112,4.929446,-0.028505,2,608890890
0.029054,0.233711,-0.007598,0.000099,-0.000782,0.000940,0.383222,38.994946,18.042238,-9.545898,2425.748890,-9.807772,-2.018285,4.540956,-5.378836,-0.070151,1.047112,4.929446,-0.028505,2,608890890
